,text
3220,"RT @AbrahamWeint: MAIS DE R$ 1 BILHÃO é a quantia recuperada pela Lava Jato da corrupção de outra era que será direcionada pelo MEC para nossas crianças mais pobres, em um dos maiores projetos do mundo voltado para creches. Roubaram da população, a justiça resgatou, e nós estamos devolvendo."
3221,"Mais uma companhia aérea estrangeira interessada no nosso mercado, INCLUSIVE EM ROTAS REGIONAIS. Espanhola Air Nostrum age para iniciar operações também domésticas e voando já no 2o semestre nos céus do Brasil, aumentando a oferta e fomentando a concorrência. Via @tarcisiogdf"
3222,"- Um pouco mais sobre o preço da gasolina.
- A matemática sobre o ICMS é semelhante em todo o Brasil.
- João 8:32... e conhecereis a verdade... https://t.co/C083qVb0Ja"
3223,"- Extraditamos ontem para a Espanha o terrorista Carlos García Juliá. Por ter participado do atentado em 1977 (Massacre de Atocha), foi condenado a 193 anos de prisão.

- O Brasil não será mais refúgio de terroristas ou de criminosos. 

- Ministro @SF_Moro
- PR Jair Bolsonaro"
3224,- @rogeriosmarinho https://t.co/ToAS2PXtFh
3225,"Peço para que leiam o ""fio da escrita"". Mais uma importante conquista para os brasileiros! https://t.co/2GRyZBDkcd"
3226,A recusa do processo de impeachment do Presidente dos EUA e a responsabilidade do parlamento com seu país. Entenda: https://t.co/d8zqyvvBpN
3227,".Conversa com a imprensa e apoiadores.
. 6 de fevereiro
. Link no youtube: https://t.co/oE1HcKC8vC"
3228,"10- É pautado por estes valores, que temos a certeza de que entregaremos no futuro um país bem melhor do que quando assumimos em janeiro de 2019.

Um bom dia a todos!"
3229,"9- O Brasil que construímos ao lado de nosso povo é aberto ao mundo, mas que afirma sua soberania, sobre nossas florestas, nossas riquezas e, principalmente, nossos valores. Somos cristãos, patriotas, temos Deus e a família no coração, os bons costumes, a liberdade e a democracia"
3230,"8- Obras iniciadas há décadas estão sendo concluídas, bem como acordos internacionais finalmente foram concretizados em nosso governo. Nossa nação avança cada vez mais rumo ao desenvolvimento, à liberdade econômica, ao lugar de destaque no mundo."
3231,7- Os dados mais recentes mostram que TODOS OS ÍNDICES DE CRIMINALIDADE CAÍRAM no Brasil. Destaque para a queda de mais de 21% dos homicídios. Quase 10 mil vidas salvas das mãos de assassinos.
3232,"6- Honramos, nesses 400 dias, o compromisso de pegar pesado na questão da segurança. Estamos batendo recordes na apreensão de drogas. Também aprovamos o pacote anticrime, que dentre os avanços conquistados, está o aumento de 30 para 40 anos a pena máxima de reclusão no país."
3233,"5- Não é à toa que o Brasil se tornou o quarto destino no mundo dos investidores estrangeiros. Diminuindo o tamanho do estado, reduzindo burocracias e prezando pela responsabilidade, reconquistamos a confiança do mundo em nós."
3234,4- Nossa economia está em plena recuperação. O desemprego cai; a inflação está controlada; a taxa de juros é a menor da nossa história. Estamos honrando o nosso compromisso de tirar o peso do Estado das costas de quem produz.
3235,"3- A corrupção, outrora generalizada, é atacada na raiz, quando escolhemos uma equipe técnica para os ministérios, bancos e estatais. Essas instituições não mais são usadas para promoção de projetos de poder como antigamente, mas para promover o Brasil e o seu povo."
3236,"2- 400 dias de um governo que tem como princípios fundamentais a coragem para promover as mudanças necessárias para a nossa nação e o respeito pelo seu verdadeiro patrão, o povo.

Meus senhores e minhas senhoras, o Brasil já mudou."
3237,"1- Completamos 400 dias de governo.

400 dias em que, após um longo período de crise econômica, ética e moral, o país passou a ter, à frente do poder executivo, pessoas que amam o Brasil acima de tudo e Deus acima de todos."
3238,"- 400 dias do nosso Governo.
- 05/fevereiro.
. Link no youtube: https://t.co/2ST8eumvH6"
3239,"Com a ampliação da obrigatoriedade dessa modalidade, o cidadão poderá acompanhar o andamento das aquisições municipais, o que amplia a transparência e o controle dos gastos. A medida vale para a aquisição de bens e contratação de serviços comuns e já está em vigor. @secomvc"
3240,Essa iniciativa de nosso Governo tem o objetivo de ampliar a concorrência nas licitações públicas e permitirá que empresas de todo o Brasil participem destes processos realizados pelos municípios. Tal iniciativa é também uma forma de combater a corrupção.
3241,Mais uma medida para transparência com o dinheiro do pagador de impostos: as 665 cidades brasileiras com mais de 50 mil habitantes terão que aderir às novas regras do pregão eletrônico quando forem utilizar recursos da União vindos de transferências voluntárias. @MinEconomia
3242,Grato a todos pela consideração! https://t.co/Vrwh5s94QI
3243,"- 5 de fevereiro, coletiva: preço dos combustíveis e mais assuntos da semana.
- Bom dia a todos.

. Link no youtube: https://t.co/DtlKKFc68N"
3244,"Na lista, bens do maior traficante de drogas do Brasil, Luiz Carlos da Rocha, o Cabeça Branca, com duas fazendas no MT avaliadas em R$ 10 milhões e dois apartamentos de luxo em SC, que são avaliados em mais de R$ 2,5 milhões. @JusticaGovBR"
3245,"Em 2019, foram obtidos cerca de R$ 653 milhões em bens do tráfico de drogas, 44% a mais do que em 2018. Com a aplicação da Lei 13.886 (MP da aceleração do uso de bens de traficantes. 

Este ano, serão leiloados 150 imóveis de traficantes que foram tomados pela justiça. @SF_Moro"
3246,"- O 14° Colégio Militar está a caminho.
- Se tivéssemos recursos construiria pelo menos um em cada Estado.
- BRASIL ACIMA DE TUDO!
- DEUS ACIMA DE TODOS! https://t.co/X2pwcjwrLd"
3247,"- Temos acompanhado os esforços da China para conter o surto do novo coronavírus.

- Agradecemos ao governo chinês pela assistência na operação de retirada de nossos cidadãos em Wuhan.

- O Brasil é solidário com a China no combate à epidemia, que representa desafio para todos."
3248,Poços artesianos em construção: https://t.co/6tk6Kbyegx
3249,Sistema de dessanilização de água. Via @mctic @Astro_Pontes https://t.co/D4rVclrfoo
3250,"Nosso firme compromisso com o Nordeste : as obras do Ramal do Agreste, em Pernambuco, continuam a todo vapor, construção de cisternas, máquinas que transformam a umidade do ar em água e sistema de dessalinização. Açőes avançam! @mdregional_br https://t.co/aLQZwHnq6p"
3251,"- Visita do Chanceler polonês Jacek Czaputowicz.

- Confirmei ida à Polônia no corrente ano. https://t.co/NeEQzHt5ip"
3252,"- Os potenciais efeitos da transferência desses recursos incluem, entre outras vantagens, aumento significativo de investimentos (média de 10% para os estados e 14% para municípios)."
3253,"- No final de 2019, realizamos a maior transferência voluntária de recursos para os estados e municípios já feita pela União na história.

- Quase R$ 12 BILHÕES, oriundos do direito de exploração do excedente da cessão onerosa, foram repassados."
3254,"Novos empreendimentos aumentaram 25,5% em novembro de 2019 em relação ao mesmo mês de 2018: 257.697 aberturas (Indicador de Nascimento de Empresas da Serasa Experian). De janeiro a novembro alta de 23,3%. Norte+36,3%, Nordeste+27,3%, Centro-Oeste+26,3%, Sul+24,8% e  Sudeste+24,2%"
3255,"O mercado de capitais brasileiro registrou captação em 2019 de R$ 450,7 bilhões junto ao investidor. RECORDE NO SETOR. Alta de 62% em relação a 2018. Fonte - primeiro Boletim de Mercado de 2020 pela Comissão de Valores Mobiliários (CVM). Mais empregos a caminho! @AgoraNoticiasBr"
3256,- Lançamento da Pedra fundamental do Colégio Militar de São Paulo. O Brasil tem jeito! https://t.co/Kb2bMWz5QB
3257,"- 03/fevereiro, agenda em São Paulo.

- 09h30: pedra fundamental no Colégio Militar de São Paulo. 
- 10h30: CPOR/SP
- 12h00: FIESP 
- 14h00: TV Bandeirantes"
3258,"- Alexandre Garcia: 2 minutos para mudar o Brasil.
- Essa é para assistir algumas vezes e compartilhar muitas.

. Link no YouTube: https://t.co/fCXowIvxa6 https://t.co/o9RSC0Kzt1"
3259,"- Repatriação dos brasileiros que se encontram em Wuhan/Hubei, China. @DefesaGovBr @minsaude @portalfab https://t.co/k1xPEJea75"
3260,5. - O Presidente da República encaminhará proposta ao Legislativo e lutará pela sua aprovação.”
3261,"4. - Mudar a legislação por Lei Complementar de modo que o ICMS seja um valor fixo por litro, e não mais pela média dos postos (além de outras medidas).

- E agora? Em quanto tempo? Como fica o interesse dos governadores? Etc ..."
3262,"3. - Como regra, os governadores não admitem perder receita, mesmo que o preço do litro nas refinarias caia para R$ 0,50 o litro.

- O que o presidente da República pode fazer, para diminuir então o preço do diesel/gasolina para o consumidor?"
3263,"2. - Porque os governadores cobram, em média 30% de ICMS, sobre o valor médio cobrado nas bombas dos postos e atualizam apenas de 15 em 15 dias, prejudicando o consumidor."
3264,"1. “- Pela 3a vez consecutiva baixamos os preços da gasolina e diesel nas refinarias, mas os preços não diminuem nos postos, por que?"
3265,"Fábrica israelense que extrai água do ar será construída no Brasil. Mais uma via de enfrentamento da falta de água no Nordeste, além da dessalinização, poços artesianos e São Francisco. O empreendimento também criará empregos e desenvolvimento da região. @mctic @Astro_Pontes"
3266,- O @MInfraestrutura @tarcisiogdf é entrevistado por Ratinho (SBT). https://t.co/qbcVOLYDib
3267,"@ronaldocaiado Um abraço, Governador Caiado! 🇧🇷"
3268,- Alguns pontos da semana: via @secomvc https://t.co/RafyVBdLYg
3269,"O Ministro Guedes na Suíça apresentou possibilidades de investimentos em torno dos R$320 bilhões. O Primeiro Ministro indiano, anunciou que parcerias com o Brasil poderão chegar aos U$50 bilhões até 2022. Reino Unido sinalizando acordos bilaterais, Base de Alcântara... Seguimos! https://t.co/4y2oT1g6oQ"
3270,@roberto_m_magal 👍🏻
3271,"- Proposta de nosso governo, a Lei de Liberdade Econômica surte efeitos positivos para o empregador e empregado. Ainda temos muito para percorrer! https://t.co/XPKOFGlCzA"
3272,Boa noite a todos!!! https://t.co/qIDdMg2ZKo
3273,Assunto: Ações do governo brasileiro diante do coronavírus. https://t.co/0pfoZxrMSk
3274,"A taxa de desemprego alcançou o menor patamar no trimestre encerrado em dezembro de 2019, desde o trimestre encerrado em março de 2016. Foi a terceira queda seguida do indicador (IBGE). Ainda há bastante a ser desfeito por governos que quase nos transformaram numa Venezuela!"
3275,"- Deputada Rosana Valle e a reforma da ponte dos Barreiros em São Vicente/SP.
- Parabéns pelo seu trabalho. https://t.co/TepnYAdaNn"
3276,- @WRosarioCGU https://t.co/hyMd0KNpxe
3277,"- Com a Força Aérea sobrevoando Belo Horizonte/MG.

- Sete ministros mais o Presidente da Caixa estiveram comigo nessa missão. Também o governador de MG e prefeitos. https://t.co/E6CJmC55pa"
3278,"- A atuação do Governo Federal em Minas Gerais, Rio de Janeiro e Espírito Santo, frente às chuvas. https://t.co/3tjnLivWta"
3279,"- Agora em Minas Gerais;

- Nosso governo editou Medida Provisória que abre crédito extraordinário, no valor de R$ 892.000.000,00, para atender obras emergenciais em MG, RJ e ES.

- Do exposto não realizarei a live dessa quinta-feira. https://t.co/1Wu7r1jyk0"
3280,"- São mais recursos que poderão atender às verdadeiras demandas do Brasil e da população. 👍

Fonte: Ministério da Economia."
3281,"- Em 2019, quase R$ 1 bilhão (R$ 961 milhões) foram economizados graças às ações realizadas em conjunto pela Secretaria Especial de Previdência, Polícia Federal e MPF, no combate a fraudes no sistema previdenciário.

- O valor representa 107% a mais do que o registrado em 2018."
3282,"- Informo que em Diário Oficial será publicado:

- Tornar sem efeito a admissão do servidor Santini;
- Exonerar o interino da Casa Civil; e
- Passar a PPI da Casa Civil para o Ministério da Economia."
3283,- Gen Ex Augusto Heleno.
3284,"Assim, Jair Bolsonaro tornou-se o maior símbolo do COMBATE À CORRUPÇÃO de que se tem notícia, nos 520 anos da História do Brasil.

Devemos confiar nele, na sua habilidade e determinação em escolher seus ministros e secretários, para melhor conduzir os destinos do Brasil."
3285,"Vamos fazer justiça com esse homem. Ele ficou 15 anos no Exército e 28 anos dentro da Câmara. Candidatou-se, acreditando somente em Deus e no povo. Quase foi assassinado, mas retomou a missão de mudar o Brasil."
3286,"Hoje você conhece, e se orgulha, dos Ministros Guedes, Tarcísio, Moro, Tereza Cristina, Damares, Pontes, etc. 

Sem Jair Bolsonaro, certamente, essas pessoas não estariam no Governo.

Em 2019, não houve notícias de um só ato de corrupção nos ministérios."
3287,"E a indicação dos ministros? Você se lembra que cada partido político indicava seus ministros para o Governo? Era um verdadeiro “festival da corrupção”.

Pois é, quem mudou tudo isso também foi o Presidente Jair Bolsonaro."
3288,"O mesmo acontecia com bancos oficiais BB, CEF, BNDES ... e seus diretores, indicados por políticos. Você se lembra dos ""empréstimos"" bilionários do BNDES para ditaduras amigas do PT?

Com Bolsonaro “a festa” acabou. Em 2019, não houve qualquer denúncia de corrupção nesses bancos."
3289,"No passado, os presidentes de estatais, como p. ex. a Petrobrás, eram indicados pelo critério político. Bilhões eram desviados, roubados. Olhem o PETROLÃO.

Jair Bolsonaro mudou isso, como prometeu. Hoje, os presidentes dessas empresas são indicados por critérios técnicos."
3290,"COMBATE À CORRUPÇÃO - Missão difícil e corajosa. Por General Augusto Heleno. 

Quem implementou o maior plano de combate à corrupção da Historia do Brasil? E, dessa forma, também ajudou a diminuir a violência? E aí, pensou em um nome? É fácil concluir."
3291,@Panic_RL - Parabéns! 👍
3292,- 👍
3293,@PATRlOTAS - 👍!
3294,@AlbuquerqueDavy - 👍
3295,@rafadeolivei - Um abraço! 👍
3296,"- Obrigado pela confiança! 👍🇧🇷
- Boa noite a todos!"
3297,"- Coletiva no Alvorada (28/01/2020): retorno ao Brasil, frutos da missão na Índia, enchentes, Secretaria de Cultura e outros pontos. https://t.co/xMHt6zzLaI"
3298,"- Em voo de cruzeiro: quem pilota melhor, ELA ou ELE? Laura responde. Kkk

- Ps: À partir das 11h estarei na Presidência da República. https://t.co/MehSGe17Iq"
3299,"- Taj Mahal.
- Índia, missão cumprida.
- De retorno ao nosso Brasil. 🇮🇳🛫🇧🇷 https://t.co/7TWhSQecQS"
3300,- Assim honramos a memória das vítimas do holocausto e contribuímos para a esperança da paz.
3301,"- Dia Internacional de Memória do Holocausto (75 anos da libertação de Auschwitz)

- Brasil constrói amizade sem precedentes com Israel e com o povo judeu.

- Trabalhamos para combater o anti-semitismo que, muitas vezes, se esconde por trás do anti-sionismo."
